UTM E, UTM N
369363.04872310266 ,  3280336.5364123806
369363.04872310266 ,  3280336.7626070515
369363.04872310266 ,  3280337.0241446397
369363.04872310266 ,  3280337.27625745
369363.7366676899 ,  3280337.186508489
369363.7366676899 ,  3280337.407990771
369363.7366676899 ,  3280337.627116859
369363.7366676899 ,  3280337.9098601975
369363.7366676899 ,  3280338.1219177013
369364.72018345934 ,  3280338.464987772
369364.72018345934 ,  3280338.6864700536
369364.72018345934 ,  3280338.8985275575
369364.72018345934 ,  3280339.12000984
369364.72018345934 ,  3280339.3791912342
369366.4690734562 ,  3280339.045895699
369366.4690734562 ,  3280339.3804753167
369366.4690734562 ,  3280339.667931045
369366.4690734562 ,  3280339.936537217
369366.4690734562 ,  3280340.223992945
369366.9634139861 ,  3280339.9432924115
369366.9634139861 ,  3280340.1977614164
369366.9634139861 ,  3280340.478148561
369366.9634139861 ,  3280340.751467122
369366.9634139861 ,  3280341.0153609053
369366.97891115234 ,  3280341.270751945
369366.97891115234 ,  3280341.4922342277
369366.97891115234 ,  3280341.711360315
369366.97891115234 ,  3280341.96582932
369366.97891115234 ,  3280342.1920239907
369366.70142009424 ,  3280342.3304797197
369366.70142009424 ,  3280342.5448934184
369366.70142009424 ,  3280342.820568174
369366.70142009424 ,  3280343.0538314288
369366.70142009424 ,  3280343.218765043
369366.03284765186 ,  3280343.154157552
369366.03284765186 ,  3280343.4981619474
369366.03284765186 ,  3280343.816248203
369366.03284765186 ,  3280344.0589362355
369366.03284765186 ,  3280344.3511043526
369364.58211235725 ,  3280343.281897129
369364.58211235725 ,  3280343.5222289674
369364.58211235725 ,  3280343.7743417774
369364.58211235725 ,  3280344.021742199
369364.58211235725 ,  3280344.2479368704
369362.8358058521 ,  3280342.9791741366
369362.8358058521 ,  3280343.2030126136
369362.8358058521 ,  3280343.4197825072
369362.8358058521 ,  3280343.641264789
369362.8358058521 ,  3280343.8886652105
369360.90235311684 ,  3280343.155043179
369360.90235311684 ,  3280343.402443601
369360.90235311684 ,  3280343.6616249946
369360.90235311684 ,  3280343.932587361
369360.90235311684 ,  3280344.16820681
369358.77658839937 ,  3280343.526453669
369358.77658839937 ,  3280343.773854091
369358.77658839937 ,  3280344.0377478735
369358.77658839937 ,  3280344.3039978505
369358.77658839937 ,  3280344.5867411895
369357.50524997996 ,  3280342.3975971434
369357.50524997996 ,  3280342.652066149
369357.50524997996 ,  3280343.0267010727
369357.50524997996 ,  3280343.448459886
369357.50524997996 ,  3280343.879643478
369357.4794194881 ,  3280340.256635773
369357.4794194881 ,  3280340.6501202527
369357.4794194881 ,  3280340.9752750923
369357.4794194881 ,  3280341.331060461
369357.4794194881 ,  3280341.7787374137
369359.3960831312 ,  3280338.498760762
369359.3960831312 ,  3280338.9864930217
369359.3960831312 ,  3280339.3257850283
369359.3960831312 ,  3280339.7310504806
369359.3960831312 ,  3280340.0279309866
369361.80967133824 ,  3280337.9965778408
369361.80967133824 ,  3280338.0814008424
369361.80967133824 ,  3280338.1591552603
369361.80967133824 ,  3280338.2675402067
369361.80967133824 ,  3280338.352363209
369363.0706780519 ,  3280338.175273775
369363.0706780519 ,  3280338.2977958885
369363.0706780519 ,  3280338.495716226
369363.0706780519 ,  3280338.615882145
369363.0706780519 ,  3280338.816158676
369363.9483517882 ,  3280338.716854385
369363.9483517882 ,  3280338.9878167515
369363.9483517882 ,  3280339.251710534
369363.9483517882 ,  3280339.534453873
369363.9483517882 ,  3280339.807772434
369365.31132596754 ,  3280339.3730372777
369365.31132596754 ,  3280339.667561589
369365.31132596754 ,  3280339.971510678
369365.31132596754 ,  3280340.221267294
369365.31132596754 ,  3280340.5205039945
369367.2589851292 ,  3280340.383180051
369367.2589851292 ,  3280340.743677808
369367.2589851292 ,  3280341.104175565
369367.2589851292 ,  3280341.485879072
369367.2589851292 ,  3280341.917062663
369368.620667494 ,  3280340.9450387186
369368.620667494 ,  3280341.293755504
369368.620667494 ,  3280341.760282012
369368.620667494 ,  3280342.165547464
369368.620667494 ,  3280342.4671403584
369368.4386866379 ,  3280341.9140261402
369368.4386866379 ,  3280341.975287197
369368.4386866379 ,  3280342.041260643
369368.4386866379 ,  3280342.020054892
369368.4386866379 ,  3280342.020054892
369368.1482812597 ,  3280341.83258738
369368.1482812597 ,  3280341.83258738
369368.1482812597 ,  3280341.83258738
369368.1482812597 ,  3280341.83258738
369368.1482812597 ,  3280341.83258738
369368.1444070014 ,  3280341.5001334473
369368.1444070014 ,  3280341.5001334473
369368.1444070014 ,  3280341.6132307826
369368.1444070014 ,  3280341.8724121763
369368.1444070014 ,  3280342.159867904
369368.9020330184 ,  3280340.13294193
369368.9020330184 ,  3280340.439247214
369368.9020330184 ,  3280340.738483914
369368.9020330184 ,  3280341.080132115
369368.9020330184 ,  3280341.346382092
369367.62423816 ,  3280338.46648776
369367.62423816 ,  3280338.7138881814
369367.62423816 ,  3280338.7138881814
369367.62423816 ,  3280338.803423572
369367.62423816 ,  3280338.803423572
369367.62423816 ,  3280338.817560739
369367.21249376255 ,  3280336.3183346563
369367.21249376255 ,  3280336.323047045
369367.21249376255 ,  3280336.323047045
369367.21249376255 ,  3280336.323047045
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369369.53186373715 ,  3280335.9423134974
369371.9506184451 ,  3280335.803294086
369371.9506184451 ,  3280335.803294086
369371.9506184451 ,  3280335.803294086
369371.9506184451 ,  3280335.803294086
369371.9506184451 ,  3280335.803294086
369371.9506184451 ,  3280335.803294086
369373.9834571623 ,  3280335.7796052857
369373.9834571623 ,  3280335.7796052857
369373.9834571623 ,  3280335.7796052857
369373.9834571623 ,  3280335.7796052857
369373.9834571623 ,  3280335.7796052857
369373.9834571623 ,  3280335.7796052857
369374.86500455934 ,  3280336.6559968553
369374.86500455934 ,  3280336.6559968553
369374.86500455934 ,  3280336.6559968553
369375.649749991 ,  3280337.533516504
369375.649749991 ,  3280337.533516504
369375.649749991 ,  3280337.533516504
369375.649749991 ,  3280337.533516504
369376.81782858714 ,  3280338.0740702506
369376.81782858714 ,  3280338.0740702506
369376.81782858714 ,  3280338.0740702506
369376.81782858714 ,  3280338.0740702506
369376.81782858714 ,  3280338.0740702506
369376.81782858714 ,  3280338.0740702506
369377.79876004107 ,  3280339.170969981
369377.79876004107 ,  3280339.170969981
369377.79876004107 ,  3280339.170969981
369377.79876004107 ,  3280339.170969981
369379.06880540587 ,  3280340.153667854
369379.06880540587 ,  3280340.153667854
369379.06880540587 ,  3280340.153667854
369380.0497364605 ,  3280341.250567769
369380.0497364605 ,  3280341.250567769
369380.0497364605 ,  3280341.250567769
369380.0497364605 ,  3280341.250567769
369380.8370637577 ,  3280342.3497237084
369380.8370637577 ,  3280342.352079903
369380.8370637577 ,  3280342.359148486
369380.8370637577 ,  3280342.359148486
369380.8370637577 ,  3280342.359148486
369381.2281447698 ,  3280342.7035838882
369381.2281447698 ,  3280343.007532977
369381.2281447698 ,  3280343.3138382607
369381.2281447698 ,  3280343.452853736
369381.2281447698 ,  3280343.702610352
369381.0409976684 ,  3280343.229299171
369381.0409976684 ,  3280343.476699592
369381.0409976684 ,  3280343.5591663993
369381.0409976684 ,  3280343.851334516
369381.0409976684 ,  3280344.183557939
369381.51209367573 ,  3280342.155534893
369381.51209367573 ,  3280342.541950789
369381.51209367573 ,  3280342.852968462
369381.51209367573 ,  3280343.258233914
369381.51209367573 ,  3280343.6093068933
369381.9986851732 ,  3280342.46106641
369381.9986851732 ,  3280342.790933639
369381.9986851732 ,  3280343.137294229
369381.9986851732 ,  3280343.5095729586
369381.9986851732 ,  3280343.8088096585
369382.9899459413 ,  3280344.44451036
369382.9899459413 ,  3280344.7885147557
369382.9899459413 ,  3280345.0241342043
369382.9899459413 ,  3280345.3563576275
369382.9899459413 ,  3280345.80874697
369383.29972031445 ,  3280346.1128208907
369383.29972031445 ,  3280346.4426881196
369383.29972031445 ,  3280346.961050908
369383.29972031445 ,  3280347.267356192
369383.29972031445 ,  3280347.6207853653
369383.29972031445 ,  3280347.64434731
369384.7582028901 ,  3280346.774869882
369384.7582028901 ,  3280347.2673145314
369384.7582028901 ,  3280347.3992614225
369384.7582028901 ,  3280347.52885212
369384.25482522236 ,  3280344.91325106
369384.25482522236 ,  3280344.9957178673
369384.25482522236 ,  3280345.0263483953
369384.25482522236 ,  3280345.120596175
369384.25482522236 ,  3280345.1771448427
369384.25482522236 ,  3280345.2525430666
369384.25482522236 ,  3280345.3090917342
369384.25482522236 ,  3280345.302023151
369386.1456669917 ,  3280341.1982026664
369386.1456669917 ,  3280341.398479198
369386.1456669917 ,  3280341.407903976
369385.8617178282 ,  3280341.515344475
369385.8617178282 ,  3280341.515344475
369385.8617178282 ,  3280341.5177006694
369385.8617178282 ,  3280341.5177006694
369385.8617178282 ,  3280341.5459750034
369385.8617178282 ,  3280341.732114368
369385.8617178282 ,  3280341.732114368
369385.8617178282 ,  3280341.732114368
369385.8617178282 ,  3280341.81693737
369385.8617178282 ,  3280341.9135413445
369385.8617178282 ,  3280341.9017603723
369384.8807873879 ,  3280340.418444071
369384.8807873879 ,  3280340.413731682
369384.8807873879 ,  3280340.4208002654
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369384.8807873879 ,  3280340.4372936264
369382.5033545487 ,  3280344.1036358867
369382.5033545487 ,  3280344.1036358867
369382.5033545487 ,  3280344.1578283594
369382.5033545487 ,  3280344.164896943
369382.5033545487 ,  3280344.2615009174
369380.29886597226 ,  3280346.0134847206
369380.29886597226 ,  3280346.020553304
369380.29886597226 ,  3280346.006416137
369380.29886597226 ,  3280346.027621887
369380.29886597226 ,  3280346.022909499
369380.29886597226 ,  3280346.067677194
369380.29886597226 ,  3280346.1265820563
369379.3205179506 ,  3280345.1664950754
369379.3205179506 ,  3280345.1664950754
369379.3205179506 ,  3280345.182988437
369379.3205179506 ,  3280345.182988437
369379.3205179506 ,  3280345.2348247156
369379.3205179506 ,  3280345.2348247156
369379.3205179506 ,  3280345.232468521
369379.3205179506 ,  3280345.232468521
369379.3205179506 ,  3280345.2630990497
369379.3205179506 ,  3280345.2630990497
369379.3205179506 ,  3280345.279592411
369379.3205179506 ,  3280345.265455244
369379.3205179506 ,  3280345.324360106
369379.3205179506 ,  3280345.324360106
369379.3205179506 ,  3280345.281948605
369379.3205179506 ,  3280345.3856211626
369379.3205179506 ,  3280345.314935328
369379.3205179506 ,  3280345.314935328
369379.3205179506 ,  3280345.409183108
369379.1010881871 ,  3280342.924117217
369379.1010881871 ,  3280342.917048633
369379.1010881871 ,  3280343.0890508317
369379.1010881871 ,  3280343.067845082
369379.1010881871 ,  3280343.067845082
369379.1010881871 ,  3280343.070201277
369379.1010881871 ,  3280343.1267499444
369380.0252017378 ,  3280339.2510550125
369380.0252017378 ,  3280339.267548374
369380.0252017378 ,  3280339.399495266
369380.0252017378 ,  3280339.4230572106
369380.0252017378 ,  3280339.4207010167
369381.63467660116 ,  3280336.0771399722
369381.63467660116 ,  3280336.1360448347
369381.63467660116 ,  3280336.1195514733
369381.63467660116 ,  3280336.1407572236
369381.63467660116 ,  3280336.1407572236
369384.297351621 ,  3280331.8910998814
369384.297351621 ,  3280331.8910998814
369384.297351621 ,  3280331.8910998814
369384.297351621 ,  3280331.8910998814
369384.297351621 ,  3280331.8910998814
369388.0583820676 ,  3280322.3156375447
369388.0583820676 ,  3280322.3156375447
369388.0583820676 ,  3280322.3156375447
369388.0583820676 ,  3280322.3156375447
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369391.2501916119 ,  3280305.4318303596
369393.79670867254 ,  3280299.638843956
369393.79670867254 ,  3280299.638843956
369393.79670867254 ,  3280299.638843956
369393.79670867254 ,  3280299.638843956
369393.79670867254 ,  3280299.66711829
369393.79670867254 ,  3280299.7118859855
369393.79670867254 ,  3280299.810846154
369394.08711511997 ,  3280299.6331042247
369394.08711511997 ,  3280299.6331042247
369394.08711511997 ,  3280299.6331042247
369393.77605034265 ,  3280297.8657565196
369393.77605034265 ,  3280297.8657565196
369393.77605034265 ,  3280297.8657565196
369393.7515185891 ,  3280295.750790415
369394.78019086475 ,  3280292.6449059476
369394.78019086475 ,  3280292.6449059476
369393.79925734247 ,  3280291.548004713
369393.79925734247 ,  3280291.548004713
369393.5023949609 ,  3280290.997298432
369393.5023949609 ,  3280290.997298432
369393.5023949609 ,  3280290.997298432
369393.5023949609 ,  3280290.997298432
369393.5023949609 ,  3280290.997298432
369393.5023949609 ,  3280291.0043670153
369393.5023949609 ,  3280291.034997544
369393.5023949609 ,  3280291.067984266
369393.5023949609 ,  3280291.013791793
369393.5023949609 ,  3280291.044422321
369393.5023949609 ,  3280291.105683378
369393.5023949609 ,  3280291.039709932
369393.5023949609 ,  3280291.0467785154
369393.5023949609 ,  3280290.9949422367
369393.5023949609 ,  3280291.084477627
369393.5023949609 ,  3280291.0538470987
369393.5023949609 ,  3280291.0538470987
369393.5023949609 ,  3280291.034997543
369393.5023949609 ,  3280291.034997543
369393.5023949609 ,  3280291.034997543
369393.5023949609 ,  3280291.0962586
369393.5023949609 ,  3280291.124532934
369393.5023949609 ,  3280291.086833822
369393.5023949609 ,  3280291.0750528495
369393.5023949609 ,  3280291.0750528495
369393.5023949609 ,  3280291.110395767
369393.5023949609 ,  3280291.11746435
369393.5023949609 ,  3280291.0915462105
369393.5023949609 ,  3280291.152807267
369393.5023949609 ,  3280291.0939024044
369393.5023949609 ,  3280291.150451072
369393.5023949609 ,  3280291.1245329324
369393.5023949609 ,  3280291.1645882386
369393.5023949609 ,  3280291.1056833765
369393.5023949609 ,  3280291.1740130167
369393.5023949609 ,  3280291.2753293808
369393.5023949609 ,  3280291.2164245187
369393.5023949609 ,  3280291.294178937
369393.5023949609 ,  3280291.305959909
