UTM E, UTM N
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
0.0 ,  0.0
