UTM E, UTM N
369341.70179813623 ,  3280292.6013428615
369342.24693681515 ,  3280292.48030277
369342.75802432996 ,  3280292.3690078235
369341.4965457733 ,  3280292.4446112276
369342.0312361546 ,  3280292.3430392905
369342.5687776187 ,  3280292.2589046652
369343.1126464238 ,  3280292.241560496
369343.67059102596 ,  3280292.2604709496
369342.50632422284 ,  3280292.7231167057
369343.0847385682 ,  3280292.759964679
369343.65564524365 ,  3280292.803174682
369344.2123382854 ,  3280292.8468747963
369344.7333511942 ,  3280292.893210465
369343.16191926296 ,  3280292.723994193
369343.68858832767 ,  3280292.7844798123
369344.2215996489 ,  3280292.8506602813
369344.76692313264 ,  3280292.9318849896
369345.2784990232 ,  3280292.9991058614
369345.8652869272 ,  3280293.0897432314
369346.4171749288 ,  3280293.1748579238
369346.982367737 ,  3280293.2663741875
369347.53889401996 ,  3280293.3664138075
369348.10056340316 ,  3280293.477221154
369348.63269837335 ,  3280293.5911237476
369349.1978290574 ,  3280293.71987758
369349.7524656445 ,  3280293.861863875
369350.34048985183 ,  3280294.0160296536
369350.8917538432 ,  3280294.1707036053
369351.4272995442 ,  3280294.3288311977
369351.87906606187 ,  3280294.470865099
369352.34300063306 ,  3280294.661228173
369352.8129280593 ,  3280294.9065982136
369353.300799604 ,  3280295.163429015
369353.7988902593 ,  3280295.4158675224
369354.2806457928 ,  3280295.6691292375
369354.7780805942 ,  3280295.9065798945
369355.23874832346 ,  3280296.1228044615
369355.7452897422 ,  3280296.3578420347
369356.2235992804 ,  3280296.6169446246
369356.6901526913 ,  3280296.923759793
369357.15397324436 ,  3280297.2347163586
369357.5994481147 ,  3280297.5594982584
369358.01288606494 ,  3280297.879875224
369358.43869653705 ,  3280298.218846565
369358.8630287592 ,  3280298.570854985
369359.28015784296 ,  3280298.909333032
369359.69048830605 ,  3280299.2336692004
369360.1102003507 ,  3280299.5575122465
369360.50341629627 ,  3280299.857782072
369360.87831098464 ,  3280300.1354381777
369361.25507520983 ,  3280300.4449667046
369361.60378504015 ,  3280300.7955889893
369361.8968240024 ,  3280301.158419217
369362.1717182244 ,  3280301.517707972
369362.4832192563 ,  3280301.946664273
369362.79063222447 ,  3280302.37856976
369363.0973735912 ,  3280302.828176673
369363.40720781934 ,  3280303.266962267
369361.6067829535 ,  3280307.662784297
369361.8959011507 ,  3280308.0901753795
369362.17852124263 ,  3280308.5219019298
369362.4259463278 ,  3280308.9739497667
369362.587490967 ,  3280309.433585756
369359.890693244 ,  3280309.5627377033
369360.0236857741 ,  3280310.061308135
369360.15785516833 ,  3280310.559566007
369360.2834309621 ,  3280311.0527588967
369360.4065324845 ,  3280311.553866111
369359.4062786094 ,  3280310.4864751045
369359.49721726484 ,  3280310.987209213
369359.5703226533 ,  3280311.433644887
369359.64290620433 ,  3280311.9230853664
369359.6915962727 ,  3280312.4012704394
369361.77292116464 ,  3280308.564357723
369361.7830624724 ,  3280309.044792059
369361.791163478 ,  3280309.5324376863
369361.7912523065 ,  3280310.0201633885
369361.82372944284 ,  3280310.4922761517
369362.07670639653 ,  3280308.9892799617
369362.14629568404 ,  3280309.4719967996
369362.20664150495 ,  3280309.948856312
369362.2420330349 ,  3280310.371472608
369362.32327016833 ,  3280310.794818628
369362.7743540183 ,  3280308.5264906916
369362.88757592347 ,  3280309.008155854
369362.99636968126 ,  3280309.541440239
369363.09545362066 ,  3280309.9900832623
369363.21647003 ,  3280310.4551597494
369362.81119253836 ,  3280308.959539839
369362.95841041626 ,  3280309.311705697
369363.21302975627 ,  3280309.8869536077
369363.40773213847 ,  3280310.3418327253
369363.608731734 ,  3280310.824728887
369363.1113075741 ,  3280309.094093728
369363.2941522141 ,  3280309.5766168544
369363.4783095775 ,  3280310.058617839
369363.64860863175 ,  3280310.538193231
369363.8055285696 ,  3280310.985032056
369363.3026325889 ,  3280309.649197913
369363.46668428933 ,  3280310.160695841
369363.6379686488 ,  3280310.6698697517
369363.79609737487 ,  3280311.138687639
369363.955108737 ,  3280311.622129956
369363.11094423354 ,  3280310.5482076406
369363.27033925446 ,  3280311.061219027
369363.4152717217 ,  3280311.5711255297
369363.5620542378 ,  3280312.0805374114
369363.6887375769 ,  3280312.5661236737
369363.4979648051 ,  3280310.78084896
369363.6398407491 ,  3280311.284312161
369363.77362872584 ,  3280311.77534566
369363.90233737876 ,  3280312.282337667
369364.03329477174 ,  3280312.774103936
369364.46219002083 ,  3280310.54825905
369364.6002708738 ,  3280311.060085331
369364.7287298924 ,  3280311.581701118
369364.8464180907 ,  3280312.0985941943
369364.9751467781 ,  3280312.6274262466
369364.9442497787 ,  3280311.2171874684
369365.0527043025 ,  3280311.7361127567
369365.16023427283 ,  3280312.2044428345
369365.2856786982 ,  3280312.675763297
369365.4152915221 ,  3280313.153259915
369365.25555870397 ,  3280311.8827637695
369365.38095818216 ,  3280312.3832964413
369365.5021567784 ,  3280312.87031028
369365.6214176884 ,  3280313.3941033534
369365.73975371185 ,  3280313.947068569
369364.965004587 ,  3280313.524071132
369365.07025122864 ,  3280314.0508547863
369365.16753289854 ,  3280314.5863682223
369365.24964871345 ,  3280315.1028935
369365.26991155 ,  3280315.3635795563
369362.9989293163 ,  3280316.4168037074
369362.95798912644 ,  3280316.78914252
369362.9014924297 ,  3280317.14517833
369362.713464945 ,  3280317.8401729427
369362.6216720242 ,  3280318.0699141263
369362.43949898914 ,  3280318.522342896
369361.08088718605 ,  3280317.4472874296
369360.9036740907 ,  3280317.8940857113
369360.6959702435 ,  3280318.3741448657
369360.4872545299 ,  3280318.861468982
369360.70857047633 ,  3280318.2010205747
369360.2754691467 ,  3280318.704804386
369359.9023428006 ,  3280319.110662068
369359.51814834337 ,  3280319.506090101
369359.129461699 ,  3280319.876830681
369358.59752265224 ,  3280319.859334594
369358.18043921486 ,  3280320.2306449604
369357.651522649 ,  3280320.6667173486
369357.2400469291 ,  3280320.953978827
369356.7556143635 ,  3280321.25903512
369356.62547594303 ,  3280321.500358407
369356.1415833722 ,  3280321.779025975
369355.66345874063 ,  3280322.023852655
369355.1454155198 ,  3280322.249407506
369354.64297428605 ,  3280322.4184520803
369355.842752195 ,  3280321.6541990326
369355.26703442127 ,  3280321.7993754116
369354.73325309635 ,  3280321.9009581963
369354.16102249274 ,  3280321.9146760055
369353.56740661565 ,  3280321.908526618
369355.5144852284 ,  3280321.0153599624
369354.9437717387 ,  3280320.9696766394
369354.3837886491 ,  3280320.891583507
369353.8746325984 ,  3280320.807870999
369353.3764044395 ,  3280320.761408089
369355.3373243818 ,  3280320.0415652376
369354.7861163769 ,  3280320.0428406294
369354.2639778498 ,  3280320.0126103945
369353.6803782902 ,  3280319.9539118283
369353.1379261777 ,  3280319.9292097297
369355.16672424495 ,  3280319.506846085
369354.6947148269 ,  3280319.5444183075
369354.1646784417 ,  3280319.547738553
369353.620629785 ,  3280319.532759182
369353.07003714633 ,  3280319.508767724
369355.0986039314 ,  3280317.8536542337
369354.5177862235 ,  3280317.936389134
369353.8787788242 ,  3280318.009230305
369353.30041377596 ,  3280318.047350999
369352.72123890975 ,  3280318.0642956938
369353.3947476434 ,  3280319.4971219404
369352.8506476322 ,  3280319.4832900832
369352.3212463817 ,  3280319.50271042
369351.7700612016 ,  3280319.589353768
369351.2560434738 ,  3280319.686116853
369352.5986866988 ,  3280319.2232008614
369352.07382652146 ,  3280319.2977686706
369351.4985127622 ,  3280319.3682392784
369350.92900200514 ,  3280319.4270056393
369350.34723579325 ,  3280319.499719939
369351.7853611821 ,  3280319.0248547243
369351.2626707509 ,  3280319.1766281114
369350.7385580434 ,  3280319.3234023503
369350.20053898834 ,  3280319.472892465
369349.66997395747 ,  3280319.593823755
369350.2784939405 ,  3280320.6945574163
369349.7275982035 ,  3280320.7856048187
369349.1984865108 ,  3280320.9380555996
369348.7038116636 ,  3280321.147465711
369348.2114617031 ,  3280321.344016979
369349.7454441856 ,  3280321.3013426214
369349.23334734445 ,  3280321.4856538023
369348.7237331867 ,  3280321.6555815963
369348.18962016137 ,  3280321.818334611
369347.6540899353 ,  3280321.949370322
369348.6095810621 ,  3280322.008413469
369348.6716739809 ,  3280321.994570717
369348.6785715292 ,  3280321.99302514
369348.67167561076 ,  3280321.9945779378
369348.67167561076 ,  3280321.9945779378
369349.31951585825 ,  3280321.2154141827
369349.31951585825 ,  3280321.2154141827
369349.31951585825 ,  3280321.2154141827
369349.31951585825 ,  3280321.2154141827
369349.31951585825 ,  3280321.2154141827
369350.08101579524 ,  3280320.098208522
369350.08101579524 ,  3280320.098208522
369350.08101579524 ,  3280320.098208522
